content,sentiment
kasih bintang 2 dulu soal baru coba,0
lihat data pph 21,1
ketik kode otp malah verifikasi selamat natal aplikasi yg penting anggap kerja pihak menteri,0
hati hati aplikasi pishing aplikasi tipu jgan download install logika instansi perintah bilang banyak uang kok aplikasi kayak gin djp mutu sekali aplikasi penupu jangan download install terima kasih,0
ga usah bayar pajak lagi korup,0
verifikasi lupa efin error,0
kayak man kek gin org butuh jadi susah buat apl nya verifikasi otp aja gabisa,0
tombol verifikasi otp menu efin tekan alangkah baik nya release playstore cek lebih dalam qa jadi istilah hot baked code langsung release production,0
layan perintah sangat buruk,0
aplikasi lot banget padahal jaring normal,0
dasar konoha akses gin aja sulit ga full service parah,0
tombol verifikasi disable moga cepat update,0
c k minta kode verifikasi tombol ubah asu,0
kode token lewat email gak muncul lewat sm baru muncul tombol verifikasi gak tekan,0
kode otp mohon efin konfirmasi baik,0
apk jelek web jelek,0
taekkkk gari verifikasi otp malah gak iso,0
anggar gede sistem cacad,0
aplikasi apa woy kode efin ga tekan,0
sangat jelek sekali tombol verifikasi tekan,0
tolol npwp online tolol bodoh nyusahin org,0
aju efin pa menu verifikasi nya tombol nya tekan pdhl angka nya sesuai aplikasi bikin perintah emng banyak masalah nya,0
ga klik verifikasi udah via sm maupun email tetap sama kelas perintah punya aplikasi ini kacau sekali,0
otp verif gabisa klik,0
banyak bug eror baik lahh biar ga terlalu buang waktu,0
aplikasi gak bener masuk kode otp tetep gk confirmation code minta efien apknya gak bener banyak korupsi,0
aplikasi terlalu banyak bug verifikasi kode efin aja ga lah macam mana,0
teu buka nyeun bala bala gehu weh meh ngenah,0
mau buat efin tp verifikasi gagal terus padahal data minta bener semua gimana lancar bayar pajak klo begjni spele bgini aja sulit,0
sangat bantu,1
suruh ngirim kode pa masukin malah gak apk kualitas rendah,0
min dong baik aplikasi selalu kendala verifikasi utk minta efin,0
hati hati tipu mengatasnamakan kembali pajak aplikasi m pajak hack device hati hati,1
susah benar registrasi efin djp yang mudah cuma cek npwp,0
aplikasi gak ngebug,0
pa registrasi menu efin malah ga pencet menu lanjut padahal kode verifikasi masukin udah nunggu 10 menit aplikasi ga jelas,0
aplikasi ancur gk becus bikin aplikasi web login sini gak bisa bodoh,0
bangke pi tombol yg d klik ga konek2 jngn d lncurkan klo blm mudah kan gua,0
verifikasi otp efin nya error,0
mudah bayar pajak,1
yg ngurus aplikasi kerja ngapain aja ya bug tombol verifikasi otp efin ga klik jangan makan gaji buta bro kerja bener urus aplikasi bener,0
gak sih buat website bener bolak balek verifikasi otp ga makanya kalo buat website jangan banyak korup,0
dunia serba digital kok apa kantor bagaimana kalo yg tinggal daerah akses kantor butuh waktu 4-5 jam cuma dar minta aktivasi efin datang kantor terus apa guna aplikasi bukan tuju mudah kacau,0
mau daftar efin angka verifikasi keluar masuk kunjung nyala tombol verifikasi kode kok jadi ribet bener ya mau lapor pajak kok ribet gin,0
tiap otp gagal trs website ade gw mau daftar npwp gagal mulu pdhal kode kasih pulsa sedot gw mau masukin epin udh dpt otp tp tombol verifikasi gk nyala gmna sih gaje banget aplikasi websitenya,0
aplikasi cuci uang pajak akhir tahun doang kode nya masuk tombol verifikasi nggk ubah warna tekan,0
gabisa klik verifikasi kode ga yah bikin apk,0
cik atuh lewat whatsapp otp tuh kan udah canggih dana kalian kan besar masa iya sistem otp jadul pake sm mana beban tangguh user please lah kalian tuh usaha besar bukan usaha iclik sistem ccd,0
pakai tipu istri oknum,0
bagus,1
ijin bantu cara kerja aplikasi,1
good,1
banyak yg baik sih klo apk kelas perintah meneurut saya utama bagi verefikasi kode otp efin gk klik meski kode nya udh masukin,0
sangat batu bayar pajak tampah datang kantor,1
kode verifikasi bnrin,0
sulit daftar padahal mau bayar pajak harus mudah,0
sangat bantu lupa efin mentok verivikasi,0
gak verifikasi kode otp menu efin gimana ini ngabisin pulsa aja dah gabener,0
apalahh gabisa masuk aplikasi error inimah rusakk,0
ga apk ga web bug nya parah ingat instansi perintah lo duit pajak nya pakai sistem bagi jangan telan sama oknum semua,0
kocak kocak aplikasi konyol daftar susah validasi kocak,0
udah udah fix apk jelek,0
aplikasi tolol,0
sering error loading lama absensi,0
lot,0
tombol verifikasi otpnya baik lama baik bug sebut,1
please fix bug verifikasi,0
aplikasi cacat banyak korupsi sih lu aplikasi aja cacat minta ampun,0
sangat bantu,1
mantap,1
2 bintang dulu karna blm coba,0
halo admin m pajak jelasin kode otp udah dimasukin ketik verifikasi nya,1
sampah verifikasi otp gabisa,0
verifikasi kode susah banget kode udh dimasukin gk verif,0
aplikasi buruk sekali d akses sering error otp keluar lanjut prose,0
tombol verifikasi otp nya error terus,0
bagus banget mudah,1
stressss lama lama kasi layan yg sangat buruk woyy perkara mau login aja erorrr teruss gua bayar pajak bukan buat lu ngasi layan yg burukkk woyyyyyy,0
9,0
aplikasi tl l gw login website login disni pw salah terus ga jelas knt l,0
bener aja lah bug fixed tanggal 4 desember 2024 bug tombol verifikasi otp effin udah dimasukin malah ga tekan tombol bug apa fix tolol,0
tombol verifikasi kode menu minta efin terima email pasu kolom tombol verifikasi aktif laku verifikasi mohon segera tindak lanjut terima kasih,0
selalu gagal dapat kode otp padahal nomor pakai selalu gagal solusi baik nya,0
bagi lupa efin kode verifikasi via sm tombol verifikasi kode nya gak d tekan dn gk brubah jd warna biru gitu alhasil gagal terus prose recovery akun,1
aplikasi kerja sd magang ga jelas,0
sampah req otp aja susanya minta ampun wakanda wakanda,0
kocak bagi aplikasi pecat aja masa tombol verivikasi ga pencet pecat aja banyak orang jg kualitas lol,0
bangke lah udah minta kode via sm bayar mahal udah dapet gilir d masukin dgn sangt benar eh tombol verifikasi gk ubah warna jd gk b d klik begitu terus berkali2 buseeet pulsa langsung abis klo sy hitung minta kode via sm jatuh rp 1100 sm dn hasil,0
aplikasi gak guna bikin emosi daftar selalu gagal malu,0
kocak gk verifikasi kode,0
jelas mau masuk akun,1
gak verifikasi baik lagi,0
gimana si aplikasi mau aju efin pa minta kode verifikasi email klik verifikasi gk jelas banget apk nya,0
okeee,1
biasa guna sama sekali apk perintah banyak bug nya padahal kelas pajak,0
aplikasi paling gak guna niat hati biar semua serba mudah malah makin susah sebal kali kali coba gagal terus buang buang kuota aja,0
hampir 3 minggu kartu npwp rumah kata mo kirim,0
aplikasi repot proper launching,0
kurang lengkap pak,0
sangat bagus,1
eror mulu,0
sangat bantu mengalasisi pajak,1
bar menverifikasi kode otp merespon baik bug,0
moga depan aplikasi lebih tingkat lagi kelas aplikasi negara buruk,0
entah apps apa ni tdk guna minta eefin susah x sudah dpt otp malah ttddk verifikasi pulsa kura entah banyak tidur banyak orang male siittu anjritlah,0
baru 3 jam download udh minta update wkwkwkkk,0
apk perintah kok gin selalu gagal login udah pake data pindah wifi sama aja anggran apk nggk sedikit,0
gembel,0
hati guy data bocor aja aku pihak djp aneh kirim name tage nya mungkin palsu kirim link sama dia m-pajak beda sama yg playstore ini miri yaaa perintah punya bobol orang data malah jual data lapor mindra ajaa kek biar audit hampir livin brimo retas langsung sadar notif bahaya hp mulai mikir apa iya pegawai pajak yg sibuk punya waktu banyak nanya,0
bantu sama sekali mau aju efin kode otp masuk kode gak klik verif,0
ga bereesss mau ubah sandi malah erorrr ga jelasss apk,0
buruk,0
aplikasi gak bantu sama sekali,0
tiba2 org tlfn blg nya dri djp betul npwp ku emang blum update jadi 16 dijit yg 15 tpi aneh hubung via wa minta bagi layar minta instal aplikasi trus minta izin akses hp ku aneh minta bayar matre sbesar 10 rb tpi ak nolak krn ngerasa akses hp ku otomatis klo ak tf tau akun pin2 ku ahirnya ak putus smbungan tlfn org nya tiba2 ngilang hati2 guy sini jg yg alami,0
kasih bintang 1 aplikasi gak level gak sesuai sama misi nya mau buka aplikasi lama nya,0
gak jelas udah masukin kode otp salah ala jelas eh ulang dua nomer samabaru bisa mana bayar pake pulsa lagi beli nomer telkomsel hufftt,0
data bocor tindak lanjut,0
apa sih notif update yg diinstall muter2 7 turun gk kelar,0
minimal aplikasi benerin lah malu bgt rakyat suruh bayar pajak pelayananya minus,0
goood,1
,1
lumayan,1
yak biasa tipikal aplikasi bobrok khas perintah menu ribet mau login bilang salah password udah reset password tetep ga login kek gin narikin pajak kita cuih,0
aplikasi perintah kok banyak error nya,0
beneran aplikasi susah daftar dr aplikasi alih chroome eeeh malah gak buka yg nelpon dr pajak 1 jam 1x layan kaya gin,0
gak apk dibaikin jelek kali lelet mo daftar npwp aja kaya mau antri sembako susah kali bodo gk ngotak isi banyak pencet gak mau strewss bintang nol mau,0
bayar pajak elit buka web sulit gin buat aplikasi,0
aplikasi gajelas jangan download percuma,0
aplikasi nya jelek,0
kasih bintang 1 karna kurang bagus bagai cara login masuk akun mohon bantu kalau uninstall aplikasi habis data,0
h google,1
app milik perintah lhoooo boosssss senggol dong,0
aplikasi gak jls bru mau daftar nunggu vrifikasi tiba2 gmail blokir aneh,0
aplikasi bagus banget mudah guna,1
baik,1
aplikasi sampah,0
semogga bantu,1
hati hati dgn aplikasi atas mana pajak takut tipu,1
aplikasi astaga naga susah sekali device kenceng bagus kaya gin astaga nagaaaaaaaaaaaa,0
baik susah sekali login via aplikasi atau web selalu kata username pasword salah,0
cukup bantu bagus,1
kayak ny tipu bbrpa kali telpon org atas nama org oajak pusat konfirmasi pulih data akhir tahun,0
aplikasi nda guna mau daftar aja susah,0
baik masa baru download suruh update muter terus malah buat lama kerja,0
baru aja download lupa no efin pa buka tiba2 keluar gak ngrespon ayo donk pdahal sangat bantu sampai skrg gak buka gak ngrespon,0
hati guy aplikasi bukan official pajak,0
aplikasi cuman nyampah diplaystore nggak guna nggak fungsi,0
aneh sih dgn aplikasi lembaga anggar luar biasa mau lapor spt bolak balik liat menu justru gak menu lapor aplikasi ini ujung2 nya browser baru bisa jadi apa aplikasi klu lebih lancar guna browser tunggu baik ratingnya baik,0
gak,0
aplikasi gk,0
baru donwload terus dh notif suruh update padahal play store gg terang update lanjut isi link buat efin malah error keluar apk sendiri pa buka aplikasi muter skrng gg buka buat aplikasi kompeten cuman nyoba yh kalo gin mh lebih bagus apk kipas simulator bos,0
tipu,0
mohon lebih bijak menginstal aplikasi ini karna instal aplikasi jadi lebih sering teror nomor yg atas nama pegawai pajak pusat yg mengatasnamakan pegawai pajak pusat mohon tanya atas nama siapa nip berapa lanjut lapor pihak badan pegawai karna tanya panggil selalu mati mereka jadi mohon semua berhati2 menginstal aplikasi lebih baik guna website resmi djp,0
tipu,0
hampir semua website aplikasi milik perintah itu sangat ribet sering error pokok parahh,0
susah masyarakat bayar pajak mebuat praktek pungli baru,0
ibu rumah tangga pernah aju buat npwp tiba tiba kartu npwp kirim rumah download app ini malah fungsi jdi gimana karrna pernah aju buat npwp,0
mau download kartu pajak suruh mutar mutar ujung ujung ga bisa memang,0
jelek,0
tipu,0
aplikasi plat merah selalu banyak masalah ya padahal yakin dukung anggar pasti ga masalah,0
aplikasi apa nggabisa buat npwp online susah banget pa kirim otp nunggi lamaa bet ampe jam gw tunggu jg ngga apa informasi lanjut aplikasi buruk perlu update pdahal guna banget buat masyarakat,0
aplikasi norak hire orang it apa buang2 anggar makanya jangan banyak ordal udah tahun teknologi kembang pesat maksa pake cara purba anggar tuh dipake bener2 jangan buat libur doang tolol,0
mohon ditindaklanjuti keluh guna apa yg jadi masalah segera baik update user log out mau sign in link lupa password fungsi jadi bagaimana mohon respon nya,0
aplikasi gak guna gakbisa login,0
krennn,1
kalau gk niat bikin aplikasi mending gk usah bikin cpek2 isi data formulir malah tolak dgn ala salah aplikasi gk mutu,0
aplikasi maupun website cm formalitas gak pake nyusahin masyarakat duit pajak gak jelas mesti audit system online semua perintah biar gak maling system yg baik terintegradi kontrol dgn ai,0
benah aplikasi guna sama sekali waktu daftar beberapa masalah 1 isi email awal angka ribet bgt sumpah 2 pilih negara pilih 3 capta ngaco bagus pake google from aja mending asa anggar gede website aja kek buat anak smp,0
sering ganggu,0
good,1
jelek banget ngirim kode otp aja cuma lapor kirim doang kagak pesan masuk kan tolol nih bikin sulit masyarakat kantor malah d usir wajib daftar online udah daftar online masalah mulu kocak kocak,0
oknum pegawai yg tdk tanggung jawab,0
kasih bintang 3 dlu,1
aplikasi sangat bantu,0
login,0
gaje,0
bener kata orang yg bilang aplikasi masalah muter terus padahal jaring bagus pa udh download mau login eh malah update kenapa gak awal pa instal apk sebut mohon baik apk nya kerja jangan tidur doang atasin masalah sepele kaya gin anggar gede jangan makanin,0
,1
aplikasi sampah masak kalah jauh sama aplikasi luar negro ayo saing shopee lazada boss,0
sangat bantu,1
mintak kirim nomor efin email gak masuk masuk,0
susah bener ngurus lupa efin,0
bagus sekali,1
ga buka,0
amit dah bikin web aja gk bisa eror mulu bikin emosi jiwa,0
apk tolol bantu,0
aplikasi sangat busuk,0
apk sampah bikin efin gagal terus login,0
aplikasi tolol yg ngelola aplikasi layan perintah ngga yg bener kai acces,0
login salah mulu ajg,0
lupa password ga susah,0
sangat bantu urus paja,1
download ngk bisa,0
prose masuk nya suguh sungguh paham erti ajar benar teliti alhamdulillah akhir masuk jadi guna baru npwp terimakasih atas bantu suhu2 yg me ngasih tao cara sukses selalu buat kalian yg blum masuk,1
beres daftar mau log in malah akun blokir aneh,0
gak pake login selalu gagal gak mutu alamat email benar password benar payah,0
wah tipu nih aplikasi inget smua a pajak gk telpon an yg dtg k rmh klo org wajib pajak lalu surat k rmh k rt tempat kmren jg d tlp brap hari kemudian yg infoin d group rt tmen a kena tipu 46jt hati pajak nlp tpi panggil surat wajib pajak lalu surat,0
gajih besar kerja gin aduhh,0
bikin susah aja,0
minta tolong jgn instal ini aplikasi tipu mohon hati sebab retas hp,0
gabisa login,0
klik aplikasi nya selalu keluar sendiri padahal sdh coba kali kali hapus unduh,0
aplikasi perintah apa aplikasi yg buat anak smp error mulu 95 isi negatif gak tindak lanjut gilir gk bayar pajak uber uber hello respon masyarakat apa sibuk tidur,0
aplikasi gak guna,0
gw bayar pajak kalo aplikasi nya aj kaya gin gokil sih,0
kartu npwp hilang maksud mau mudah pake apps malah ribetnya aduhai ga usah adain aja aplikasi ujung offline,0
aplikasi sampah gimana rakyat mau taat pajak kalo layan nya aja gin koar koar rakyat taat pajak tapi wadah nya gak becus ta1k,0
os kok menakne malah ngangelke goblok,0
apl burik,0
lambat layan buruk udah gausa sok sok online,0
ga anjengg,0
sebal mau login daftar aja susah ribet,0
eror mulu aplksi nyn kg jls,0
benerin link sama app tololll,0
buang2 kuota mendownload tak fungsi,0
aplikasi apa spam,0
bom punya npwp trus daftar alih web trus guna mobile buat apa kalau daftar web webnya lot banget,0
apk bohong jangan instal tertib lapor pajak langsung kantor djp langsung sekali jangan instal apk apk minta serah kontrol hp penuh,0
aplikasi gajelas sangat bantu guna,0
sampah lambad,0
aplikasi kok lot banget,0
aplikasi tdk guna nyusah in,0
nomor tin,1
mohon maaf daftar sangat ribet masalah baik ikan rating yg buruk buat paja jangan ribet,0
baru download udah minta update mo update malah ga bisa,0
ok,1
unfaedah nih aplikasi,0
gk jelas banyak bug,0
halo apa orang aplikasi ga buka error terus siapa buat servernya aman kah,0
aplikasi dongo mau websitenya atau apk nya buat akun doang susah kode otp sm tunggu jaman purba kagak masuk,0
login susah gilir uang cepat,0
banyak chapcha,0
mau download mending gausah download kamu temu layan sini,0
aplikasi web perintah selalu bikin emosi ya,0
sagat bagus unistal yakin aplikasih sampah yg ga buka,0
susah login via website aplikasi padahal username sandi benar reset password pengaruh,0
login dah muter,0
gk jelas fitur minta tokennya gak muncul,0
aplikasi busuk ga,0
baik sangat bantu,1
tipu,0
aplikasi no,0
sampah maintenance nya gimana sih mau login malah keluar sendiri kalo ga sanggup buat aplikasi mending gausah buat ribet harus mudah malah error terus,0
jelas dong kalo memang mudah rakyat nya buat apa online website nya aja benerin resopnsive nya versi mobile tahun gajah mada,0
pruuug,0
aplikasi perintah gak bener buruk semua masuk aplikasi sangat buruk mau daftar aja susah,0
dong kok loginnya susah banget ya udah beberapa kali reset sandi tetep aja,0
gk beres ni apl perintah gk fungsi aap gk buka halaman nya gk jelas,0
percuma buat npwp online kalo minta efin offline kpp,0
mudah,1
mantap,1
aplikasi sampah bikin aplikasi gak kompeten,0
awal curiga ratingnya kok jelek banget nyata iya emang aplikasi gak guna mau daftar aja gak bisa,0
dana utk awat web mana pajak tagih telpon wa terus kyk dep kolektor bakar jenggot gilir mau masuk web kok error melulu laen ku tengok orang pajak ni,0
aplikasi sampah,0
entah jelas,0
scam,0
aplikasi gak guna,0
jgn masukin data tipu,0
kalo mau orang tepat bayar pajak gk usah sulit orang buat npwp online aja gk bisa ribet kali kata tepat bayar pajak kok gin,0
korup anggar mulu gin,0
good apps,1
ko susah sekali sekarang efin lupa gilir scan wajah gak,0
nih oprasional begini buat maintenance aplikasi wkwkw payah,0
apk hack sama komplot tipu kayak,0
apk gak mau ngisi username aja gabisa gimna ini,0
ribet,0
aplikasi sampah ngabisin duit rakyat aja makan tu duit rakyat gak mutu apk,0
memang bintang satu,0
kagak daftar kocak si aplikasi perintah selalu kek gin banyak korupsi jadi lupa buat urus aplikasi kocak,0
yaelah apk gin aja ga bener bener cari vendor bagus apa biar bikin apk bagus,0
sangat bantu,1
mau bikin npwp minta masukin email aku ketik huruf gilir angka masuk auto hapus lewat web apk hasil sama,0
data bocor kelas direktorat jendral pajak data aman atas nama djp baik tipu resah,0
bagus,0
very good,1
pak website nya benerin masa nerima kode opt nya lama banget trus waktu laku kode optnya cuman 10 menit kode opt nya masuk lebih lama 10 menit gimana sih,0
kalkulator pajak loading terus gmn sih programernya,0
ga bsa login app nya,1
perintah bikin aplikasi gapernah bener ya puluh kali coba buat minta kode efin error terus bukan main,0
sangat baguss,1
bayar pajak elit layan syulid slebew,0
aplikasi ga jelas,0
web nya baik lama bener mau daftar online,0
ga web ga apk sama sama bodoh,0
coba dulu,1
ga webnya ga aplikasi masalah hadeh buat login susah,0
aplikasi sampah donk lebih baik lg sistem,0
loading buat masuk lamah bener kesel nunggu nya gk bisa,0
ngabisin pulsa doang buat minta otp,0
gak jelas gak loading,0
apk apa pak ibu pajak masuk email susah bgt kalau kaya begini sistem nya sendiri malas ngurus pajak sistem eror orang pajak banyak yg eror otak bikin apk aja susah fungsi,0
aplikasi rusak kaya perintah suruh taat pajak tp susah jg akhir,0
orang2 pajak nya kerja gmna bukan mudah malah sulit mau apk mau link sama error,0
baru buka langsung error apk payah sangat buruk,0
coba wajib pajak,1
web kocak plis lah butuh kok kaya begini sih ga akses,0
data bocor tadi siang yg hubung lalu wa kali telpon saya chat tera data pribadi nama no ktp npwp email dsb cek apk lacak nomor telepon nyata benar tipu mengatasnamakan direktorat jenderal pajak si tipu minta uang transfer minta kode verifikasi untung gk kasih hp justru jadi hang apk pajak selalu buka dgn sendiri takut jadi uninstall install apk,0
lapor pajak makin mudah,1
lot sering force close tetiba dah gitu serring ngefreeze,0
aplikasi benerin login via website aplikasi bisa efin urus via online,0
apk ga,0
aplikasi apa bukan bantu mala sulit kode otp kapan kasih padahal sdh request ulang,0
mohon benarin lgi aplikasi,0
aplikasi kalo yg ngelola perintah gk d pakai gk becus gilir uang baru sat set,0
banyak bug beberapa menu klik,0
sampah banget lambat mau download bukti potong lama sampah brooo bayar pajak mahal mahal buat apk sama website kek sampah,0
kak susah dftarnya pdhal sdh dtulis smua syarat,1
sistem benah buat daftar nomer 10 gk pencet niat gk sih buat aplikasi,0
gak login erorr,0
error mulu,0
ampas,0
gimana mau bayar pajak kok malah gak bisa gak bayar pajak dikejar2 orang pajak kena denda bayar aja masalah gak bayar konyol emang king indo ini,0
gimana sih web nya aneh banget pajak doang gede bikin web kaya gitu aja gabisa,0
developer nya gak kerja apa gmn sih bikin aplikasi kok gin,0
pajak,1
kebaya korupsi kali sampe aplikasi nya aj kaya sampah kaga aktif lot sebagainaya,0
bapuk mau bayar pajak lebih efisien aja susah kayak rakyat yg butuh banget ama ni negara male dah,0
aplikasi nya keluar terus,0
aplikasi tolol ga website aplikasi ga beda buat konfirmasi otp ga kirim kirim nomor udh cross check kali kali udh nunggu jam jam tetep ga,0
mau verifikasi wajah selalu gagal trs suruh foto pa muka lingkar dah pa gagal aja pdhl data dah sesuai baik,0
mau daftar bikin npwp pa mlm nga gimana hadeee cape dhe,0
mau daftar,1
apk sampah,0
gak jelas,0
payah udah 3 hari minta otp gaada masuk terus pesan,0
gimna mau login daftar penguna baru ajah ngk bisa klick mental goegle ngk akses coba dong gimna cara login mase,0
udah ngisi data sesuai swafoto udah eror mulu kocak,0
webnya eror gak ngisi kode wilayah,0
gk daptar mohon bantu nya sbenar nya apn kn buat daprtar aja sulit kalau gk buat daptar npwp jgn k apn harus nya mudah buat daptar nya malah persulig,0
aplikasi apa kayak gin sudah buat akun npwp mau login bisa aplikasi sampah sudah susah payah daftar npwp sekali mau login apk malah bisa,0
aplikasi sampah bukan bantu rakyat malah bikin musingken rakyat ga jelas kominfo,0
data pajak bocor minggu banyak telpon pajak ngasih data pajak lengkap nama pt nik sampe npwp nya suruh instal aplikasi hipajak tolong dong jaga data nya jgn dipake buat tipu sama pihak tentu,1
aplikasi kok muter terus mau login gimana sih,0
aplikasi nya bloon guna login link google pke apk nya gak lol apk perintah mmng sesat,0
apk asal ada nggk guna login nggk bisa,0
aplikasi kocak mau daftar malah web nya gak akses,0
ga guna buang buang anggar saja indonesia,0
web nya error aplikasi error respon nya lama,0
sangat bagus,1
aplikasi g jelas kode otp g kirim udh bener semua malah engga gajelas co web nya engga jelas,0
kode otp nya mana njirr,0
ribet anjr,0
bintang 0 gak sih,0
tdk minta epin selalu gagal klw tdk nya knpa aplikasi harus nya klw aplikasi mudah masyarakat guna nya,0
bagus banget appl nya sampe aq ga percaya applikasi terimakasih,1
aplikasi punya perintah jangan harap masyarakat mudah menggunakanya,0
gimana sih mau daftar aja sulit kali setipa login gagal terus,0
dana perintah dipake apa sih mau aju lupa efin aja sulit nya minta ampun,0
bener aja apk sama web kaga jelas gimana cara lapor mana kena denda kalau kaga lapor ngotak aja lah malah sulit rakyat spt tahun atur undang no 28 tahun 2007 tentu umum tata cara paja acu undang sebut perintah harus seluruh wajib pajak lapor spt sesuai tentu laku nih apabila wajib pajak sampai surat pemberitahuan bata waktu kena sanksi,0
web eror,0
aplikasi busuk ga niat bikin login susah daftar efin susah alih web susah semua susah payah nollll besar ga,0
astaghfirullah baru kli gue sebel bgt ama aplikasi kelas py negara aplikasi sampah bgni daftar ribet gajelas bgt kerja apa sih udh dbayar gede2 tp aplikasi aja bikin asal bgini,0
aplikasi gak brguna mau login aja susah,0
gak bantu sama sekali,0
pakai banyak minus nya mudah bahkan masuk alamat email susah,0
kalas general pajak ja apk gak pungsi parah,0
login susah mau aktivkan npwp ribet,0
situs punya negara ga akses kalian ngapain aja kerja nya kalau ga resign jangan jadi beban negara,0
aplikasi rusak ga guna mau login aja error mulu,0
sistem sangat buruk,0
aplikasi ga jelas di minta efin gagal terus,0
bukan bantu malah nyusahin,0
baru download mau register gk b aplikasi sampah,0
susah bet mau ngapain ga ribet,0
gak guna gak dipake sama sekali,0
gak fungsi,0
,0
mau heran indonesia negara wajib korupsi padahal dapat pajak per agustus 2024 1 triliun anggar buat aplikasi selenggara negara cukup besar tp hampir rata rata fasilitas semua eror anggar kemanaa bikin apk ribu data hack gblok,0
mau lihat nomor efin lupa udah suruh foto muka malah gagal terus aplikasi eror apa gimana baik banyak benah baik,0
aplikasi masalah lebih baik hapus aplikasi,0
usaha bayar pajak buat aplikasi yg mudah paling simple login aja susah gilir gak bayar pajak salah juga gak semua orang banyak waktu utk datang antre kantor pajak,0
bagus,1
bagus,1
lot banget ngirim kode otp nya ajg,0
daftar pajak email aktivasi sudah ehh pa nerima kode otp no hp ngga muncul udah 4jam nungguin trus ulang ulang coba tetap sama otp hadeh memperuslit aja,0
pa nunggu kode otp nya emng gk lama tpi gk tauu knp pa mau klik daptarr salahh mulu mau daptar mlah nglag mohon lebih baik lgi,1
sangat cocok lihat pajak,1
ngabisin pulsa doang,0
udah muter-muter buka aplikasi maupun web tetap gak bisa kata akun blokir padahal baru buat gimana cerita mau urus npwp kok gak bisa,0
mau bikin npwp bagi otp nya gagal terus kesal pdhl udh isi pulsa,0
aplikasi sampah,0
nyata bgni pajak pakai aplikasi fungsi,0
oke kembang mulai kembang sangat oke kembang,1
moga fungsi baik,1
sampah memang gk registrasi,0
sumpah ni apl bener sulit bgt gak sesuai harap,0
duit anggar pajak banyak rakyat ga sanggup buat bayar it ahli bikin web aplikasi,0
aplikasi ga manfaat sama sekali ga otak,0
aplikasi sampah baru ribu kali tetap sistem nya error,0
tak dipakek,0
baik baik,1
sangat bantu dapat efin gak perlu tunggu lama langsung kirim email,1
,1
nunggu balesan email aja susah nya minta ampun,0
,1
aplikasi guna,0
bikin e billing eh nomor ebillingnya fungsi,0
bikin aplikasi gabisa dipake buat apa dah,0
aplikasi sangat jelek aplikasi paling buruk tak jelas lah pokok,0
password sesuai malah ga login,0
nyerah bang susah banget asli daftar npwp gua kira kalo online lebih gampang ehh nyata lebih ribet,0
1 login susah selalu salah,0
cukup rating bicara,0
sdn nasionalisme kurang makan pajak rakyat konyol kode otp sulit,0
sampah bat aplikasi nya,0
thanx,1
aplikasi ruwet betulin aplikasi woy jangan makan gaji buta,0
aplikasi nya jelas baru buat eh udah blokir bener aje rugi dong,0
jan duit pajak asli ne gae opo seh kok kerjo ne koyok ngene wong pajek,0
good job,1
sampah,0
gak,0
bikin aplikasi ga pernah niat banget perintah uang kemanain dah itu aplikasi kelah perintah kalah sma aplikasi buat anak juru pke aplikasi tetep aja lempar website pake ramban yg hp ny,0
gak jelas log in web bisa loh in aplikasi error terus,0
bagus,1
aplikasi kemplo buang duit negara,0
aplikasi anak bangsa emang ampas jelek kualitas buruk server sering eror padahal jaring lancar paket banyak baik dek aplikasi kelas aplikasi jabat kualitas buruk uang kencang minta urus lama,0
sangay bermangfaat sekali sangat bantu,1
sangat bantu bayar pajak perlu kantor,1
baru download udah gak buka njir apa apa loh sulit rakyat banget sih,0
aplikasi paling buruk yg pernah,0
,1
lupa efin sulit ribet harus opsi kirim kode efin via sm wa jangan via e-mail saja,0
ga guna,0
admin gak bikin form pajak pph21 tombol buat nya gk timbul2,0
susah login ribet daftar akun aktivasi malah gk login,0
situs jangkau,0
knpa daftar npwp online susah,0
apknya error terus susah cm mau minta efin aja knp jd smua serba susah sekarang klo ngurus apa,0
aplikasi nya mohon baik suka force close sendiri harap baik sesuai nama aplikasi pajak bayar rakyat jadi bikin web yg harus nya apa jangan aplikasi murah harus nya baca ulas nilai ya woi t l l respon,0
website daftar sangat buruk,0
aplikasi gblok cap t i,0
ribet banget,0
lawak asli aplikasi buang2 duit doang,0
bagus,1
diupdate fitur aplikasi fitur minta no effin baru scr online ngapain bikin aplikasi buat pakai online kalau urus no effin 1st time manual aplikasi buat mudah user bukan repot aplikasi guna sama sekali ini 1 npwp buat scr online kata kartu fisik kirim 2 minggu kemudian rumah detik ini kartu blm alamat rmh saya miri,0
data gagal simpan eror padahal tinggal akhir aktivasi,0
aplikasi ga guna,0
kalo gk butuh male dah instal nya juga baru aja download udah suruh update lagi hadeuh aja pake udah hambat,0
bagaimana yaa mau aju ulang efin pa otp email selalu gagal terus entah darimana nya coba coba baik lah mau datang kpp jauh masalah nya,0
sangat bantu,1
aplikasi gk gunaa,0
erorrr teruuusssss,0
seperti pliksi mu web guna fungsi klo gedung pajak deh sol email sma pas aku masuk ydah bener bgt gak salah tpi tera salah wkwkwk,1
bagus,1
lama buka djp buka kagak lagi admin mohon perbaikin lancar,0
oke,1
aplikasi banyak bug gak jelas pencet dikit malah keluar sendiri,0
baik systemnya jangan cuma malak doang su,0
aplkasi gk jelas,0
